avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure
123,temp,1,,2,,low,,Employed,
250,management,,0.9247657898,3,,medium,0.676403619,Employed,4
220,sales,,0.5914699274,4,,medium,0.5599727123,Employed,3
133,support,,0.5572530853,4,,low,0.5590437563,Employed,3
251,finance,,0.784794285,6,,medium,0.2281531289,Employed,5
155,engineering,,0.5229706352,5,,low,0.5627426727,Employed,3
98,sales,,0.8690578899,4,,low,0.8130687679,Employed,4
251,IT,,0.8568351368,5,,low,0.5145935284,Employed,3
269,support,1,0.7243068828,4,,low,0.6787385086,Employed,3
178,support,,0.555592331,2,,medium,0.4688675936,Employed,2
162,management,,,3,1,high,0.614720884,Employed,3
239,sales,,0.8886222792,3,,low,0.4612733218,Left,3
127,support,1,0.5024493166,2,,low,0.4570421388,Left,3
211,IT,,,3,,high,0.5271737384,Employed,3
223,support,1,0.9473275952,4,,high,0.9653567825,Employed,3
294,,,0.7731707029,6,,low,0.1130914698,Left,4
140,product,1,0.5966399164,4,,low,0.5223688,Employed,2
261,sales,,0.9566421517,3,,medium,0.6535565457,Employed,4
183,engineering,,0.9998085128,2,,low,0.7778124986,Employed,2
151,marketing,,0.5108155811,2,,low,0.3885058071,Left,3
257,sales,,,3,1,medium,0.9527975856,Employed,3
175,sales,1,0.9367891459,4,,high,0.9671004479,Employed,3
194,sales,1,0.4413527281,3,,medium,0.7560668642,Employed,3
233,sales,,0.5387430767,4,,medium,0.7403653069,Employed,3
308,IT,1,0.8926278831,6,,low,0.1795428624,Left,4
282,sales,,0.9390037496,6,,low,0.1470829138,Left,4
135,marketing,,0.6845156745,2,,medium,0.6347209295,Employed,6
145,engineering,,0.7753184304,4,,medium,0.7968763433,Employed,3
233,finance,,,4,,low,0.6532140317,Employed,2
217,IT,,0.8693544483,4,,medium,0.7870573423,Employed,3
209,IT,1,0.6179942264,4,,medium,1,Employed,8
121,sales,1,0.6122404143,3,,low,0.8276141441,Employed,3
214,sales,,0.7952758168,3,,medium,0.6783497122,Employed,3
134,marketing,,0.5056837361,2,,medium,0.3654715297,Left,3
233,support,,0.550427868,3,,low,0.5944215319,Employed,2
224,sales,1,0.6007657346,5,,low,0.9493564715,Employed,8
173,engineering,,0.8497191375,4,,low,0.8240623508,Employed,4
245,sales,,,4,,low,0.9030090049,Employed,3
208,IT,,0.9553234142,5,,low,0.8246998745,Employed,2
146,IT,,0.4605872708,2,,medium,0.3431245176,Left,3
143,engineering,1,0.4611236337,2,,low,0.4678574116,Left,3
138,finance,,0.5462605364,2,,medium,0.4397467535,Left,3
156,sales,1,0.4489024128,2,,low,0.4370023935,Left,3
149,support,,,3,,medium,0.7606844568,Employed,3
135,finance,,0.5887060049,4,,medium,0.8991510006,Employed,10
218,finance,,0.6676013004,3,,medium,0.7514952052,Employed,3
263,sales,,0.8675757399,5,,medium,0.7709438757,Left,5
256,marketing,,0.4658809818,3,,medium,0.8988639383,Employed,2
269,management,1,0.5860535935,6,,medium,0.8544948802,Employed,4
246,support,1,,6,1,medium,0.9909544782,Employed,3
153,support,,0.4903110466,2,,low,0.4098237658,Left,3
272,sales,,0.7258445215,4,,medium,0.7962825829,Employed,2
208,engineering,,,3,,low,0.4490862811,Employed,2
144,finance,,0.4722675493,2,,low,0.4607045772,Left,3
137,marketing,,0.5882042743,2,,medium,0.3908462267,Left,3
108,engineering,,0.4862962688,4,,low,0.8537461904,Employed,3
127,IT,,0.5699987858,2,,low,0.4032604062,Left,3
250,information_technology,,0.7545176552,7,,medium,0.08303758626,Left,5
110,temp,,,1,,low,,Employed,
130,sales,,0.9099435046,2,,medium,0.5202765935,Employed,4
224,information_technology,,0.9208310679,5,,high,0.6120942606,Employed,3
148,engineering,,0.8820525181,4,,medium,0.5515172438,Employed,2
218,sales,,0.7967386395,6,,medium,0.1396683286,Employed,6
158,engineering,,0.6765304151,4,,medium,0.8188737553,Employed,3
143,engineering,,0.494469802,3,,low,0.5786103652,Employed,2
220,sales,1,0.9763730083,4,1,medium,0.5880446779,Employed,3
147,finance,,,4,,medium,0.6472817475,Employed,3
256,information_technology,1,0.7014495041,3,,low,0.6228801828,Employed,4
171,management,,0.5751892171,3,,medium,0.7070626323,Employed,3
183,support,,0.8448203329,3,,low,0.739698657,Left,5
173,sales,,0.4276549527,3,,low,0.5918939417,Employed,2
235,sales,,0.928043296,4,,medium,0.2295552712,Employed,4
255,support,1,0.4786928454,5,,low,0.4461792721,Employed,5
244,support,,0.7336564853,3,,medium,0.6672383052,Employed,3
189,sales,,0.9233483128,3,,low,0.9678467798,Employed,2
251,finance,,0.9217685417,5,,medium,0.186171267,Employed,4
126,temp,,,2,,medium,,Employed,
200,engineering,,0.8587908763,3,,medium,0.7741595433,Employed,4
135,information_technology,,,2,,medium,0.4172003047,Left,3
130,marketing,,0.4585108746,2,,low,0.4246483421,Left,3
173,sales,,0.5640124518,5,,low,0.7115681547,Employed,4
169,engineering,,0.4598664356,4,,high,0.4127582042,Employed,5
188,management,,0.632276301,3,,medium,0.5636715015,Employed,3
175,engineering,,0.5455857225,6,,medium,0.1708350045,Employed,4
252,support,1,,4,,low,0.7620599883,Employed,2
289,,,0.8348604641,6,,high,0.05928934582,Left,4
253,sales,,0.6239720963,4,,medium,0.971235202,Employed,7
144,sales,,0.4415893392,2,,low,0.4694966952,Left,3
259,support,,0.7491904982,5,1,medium,0.9501991591,Employed,3
140,marketing,,0.7008347311,4,,low,0.9585500273,Employed,4
171,information_technology,,0.5563301475,4,,low,0.6256574376,Employed,4
210,sales,,1,5,,medium,0.7616718887,Employed,3
210,finance,,0.6176886625,4,,medium,0.8542309235,Employed,2
161,IT,,0.8592091677,5,,low,0.5319914819,Employed,3
173,management,,0.9247506289,3,,low,0.4869225235,Employed,2
231,,,0.8873812658,4,,medium,0.7282545223,Left,5
156,sales,,0.6911072818,5,,low,0.5773364378,Employed,4
207,engineering,,0.7024995765,3,,medium,0.5595269458,Employed,2
129,finance,,0.426750678,2,,low,0.3515154442,Left,3
259,support,,0.9465238547,4,,medium,0.804058873,Left,5
103,engineering,,1,4,,low,0.6166086269,Employed,2
169,management,,0.5731877427,5,,medium,0.9113303919,Employed,4
215,engineering,,0.7322307209,5,1,low,0.9042025456,Employed,3
243,management,,0.7146113792,5,,medium,0.9884413339,Employed,6
182,support,,0.5662620672,3,,medium,0.9662559085,Employed,3
141,engineering,1,0.6162315598,5,,high,0.5388876138,Employed,3
141,,,0.5952653701,2,,medium,0.4091316684,Left,3
225,management,,0.9059976361,3,,medium,0.7750759462,Employed,3
221,sales,,0.9409036024,3,,low,0.6326486252,Employed,2
229,engineering,,0.8934594263,4,,low,0.4581608137,Employed,2
305,sales,,0.8426670241,6,,low,0.1570993648,Left,4
167,sales,,,4,,medium,0.8260417533,Employed,3
149,sales,,0.5042722606,2,,low,0.4031450153,Left,3
162,IT,,0.42345487,3,,medium,0.2741608652,Employed,4
140,support,1,0.6532105871,4,,medium,0.6346017398,Employed,3
149,finance,,0.7005969685,4,,low,1,Employed,2
149,support,,0.9881188228,3,,medium,0.947394376,Employed,3
258,support,,0.5048572318,4,,low,0.7553212337,Employed,3
227,,,0.9629871812,4,,high,0.7153142167,Employed,3
147,marketing,,0.4603076481,2,,low,0.3864552866,Left,3
230,engineering,,0.6561782374,3,,low,0.9918928876,Employed,3
206,support,1,0.6830160016,3,,medium,0.7400657216,Employed,2
141,management,1,0.4184568734,2,1,high,0.4937509328,Employed,7
185,support,,0.6501287093,3,,low,0.9212337494,Employed,2
143,management,,0.7744299765,4,,medium,0.5448346015,Employed,3
268,sales,,0.7468448409,4,,medium,0.6210060609,Employed,6
304,finance,1,0.8463079594,6,,low,0.07072498053,Left,4
208,engineering,,0.506306251,4,,low,0.8017115648,Employed,4
239,engineering,,0.5092163422,5,,medium,0.5128958433,Employed,3
230,sales,,0.526165497,2,,medium,0.5889856617,Employed,4
275,management,,0.9831060542,5,,low,0.9648215884,Left,3
245,sales,,0.7304698778,4,,low,0.9374426398,Employed,2
231,,,0.9461766377,4,,medium,0.7236365005,Left,5
123,sales,,0.6000440759,2,,medium,0.5941771545,Employed,2
245,sales,,0.8763161237,4,,low,0.7511319179,Left,6
133,sales,,0.7249631989,5,,low,0.7813397438,Employed,2
171,,,,3,,medium,0.5480451314,Employed,3
147,engineering,,0.672493167,4,,medium,0.6970187312,Employed,2
240,engineering,,0.4251758281,5,,medium,0.484675455,Employed,2
271,sales,,0.4924748638,2,,medium,0.5079757956,Employed,3
156,management,,0.5908435459,2,,medium,0.5174725707,Employed,2
241,admin,,0.9461405036,3,,low,0.6930032968,Employed,3
128,management,,0.5005455048,2,,low,0.3521387821,Left,3
140,IT,1,0.4568472118,2,,low,0.4010280882,Left,3
254,product,,0.8888098,5,,medium,0.9262175407,Left,5
269,IT,1,0.5846994548,4,,low,0.162188977,Employed,5
226,product,,0.6949988595,4,,low,0.6059455331,Employed,3
127,engineering,,,2,,low,0.3689826695,Left,3
112,management,,0.5252875988,2,,medium,0.5323444944,Employed,4
178,procurement,,0.6104281823,4,,low,0.6947187931,Employed,3
251,engineering,,0.7992197412,4,,medium,0.6447508318,Employed,2
157,sales,,0.6703908408,4,,medium,0.8673967346,Employed,3
197,sales,,0.7907714504,4,,low,0.6049959124,Employed,5
285,finance,,0.829298701,6,,medium,0.09010008238,Left,4
242,management,,0.9606622779,5,,low,0.7782569426,Left,5
231,IT,,,3,,high,0.6611717837,Employed,3
176,marketing,,0.6271753218,2,1,low,0.7874744955,Employed,5
213,IT,,,6,,medium,0.1341729426,Employed,2
309,engineering,,0.8407449091,6,,low,0.1535851851,Left,4
151,support,,,4,,low,0.8463379875,Employed,2
213,procurement,,0.5360900435,6,,medium,0.2019798565,Employed,3
127,sales,,0.7319299313,4,,high,0.1153187325,Employed,4
160,engineering,,0.7439000862,6,,medium,0.09366113468,Employed,5
220,support,,0.838328582,4,,low,0.9509342069,Employed,3
272,sales,,0.4976147988,6,,low,0.9102373914,Employed,6
223,finance,,1,5,,low,0.7475725296,Left,5
205,IT,,0.8133974112,5,,low,0.8636960704,Employed,3
179,IT,,0.6494944346,3,,medium,0.1444005645,Left,3
157,product,,0.7232690435,4,,low,0.6379159466,Employed,4
225,IT,,0.8873434491,3,,high,0.5873230693,Employed,3
272,marketing,,0.9643809625,5,,low,0.6866588531,Employed,2
183,engineering,,0.8629310622,4,,low,0.9027482273,Employed,3
102,engineering,,0.4793553866,2,,medium,0.4060141803,Employed,8
259,sales,,1,4,,medium,0.9392139476,Left,6
237,engineering,,0.8269516042,3,,low,0.8436943333,Employed,2
155,marketing,,0.4364894539,2,,low,0.3842878683,Left,3
134,sales,,0.5241765485,2,,low,0.4397841638,Left,3
265,sales,,0.6457511434,3,,low,0.6556875307,Employed,4
161,IT,,0.7158927218,6,,medium,0.8677679235,Left,4
235,management,,0.973285606,2,,high,0.8064284227,Employed,3
243,sales,1,1,3,,medium,0.6752608199,Employed,3
272,IT,,0.5460186052,5,,low,0.9034983337,Employed,3
146,sales,,0.8690967077,3,,low,0.5705430439,Employed,10
264,support,1,0.6816258126,5,,medium,1,Employed,10
261,finance,,,4,,high,0.8853619506,Employed,2
229,sales,,0.6633870099,2,,low,0.9584889017,Employed,4
238,support,,0.7622357439,5,,medium,0.9834523881,Employed,2
254,sales,,,3,,low,0.7737472482,Employed,2
165,IT,,0.709276568,3,,medium,1,Employed,3
162,support,,0.5983188554,4,,medium,0.8843229806,Employed,2
128,finance,,,2,,low,0.4252544939,Left,3
272,engineering,,,3,,low,0.632678791,Employed,3
203,IT,,0.551680815,5,,medium,0.9807104776,Employed,3
117,sales,1,0.6103345093,2,,medium,0.6378908984,Employed,2
221,marketing,,0.6799756583,6,,medium,0.4120716442,Employed,10
134,sales,,0.5273397248,2,,low,0.4767952278,Left,3
128,product,,0.7001019196,4,,low,0.6954477495,Employed,5
143,,,,4,,medium,0.687339079,Employed,2
111,temp,,,1,,medium,,Employed,
244,procurement,,0.9337342893,3,,medium,0.7580539788,Employed,4
145,support,1,0.8422117051,4,,high,0.6801956487,Employed,3
273,engineering,,1,2,,low,0.9279375295,Employed,4
189,support,,0.8986996764,5,,medium,0.5472768826,Employed,2
182,support,,0.7026420195,4,,low,0.7152638966,Employed,2
210,engineering,,,3,,low,0.8786847443,Employed,2
243,marketing,,0.5669945422,3,,high,0.8286888794,Employed,4
135,marketing,,,4,,low,0.9069651705,Employed,2
152,sales,,,3,,low,0.5725124291,Employed,2
152,product,,,2,,low,0.3224205872,Left,3
189,procurement,,0.9627730875,3,,low,0.6697014506,Employed,4
280,support,,0.9096145045,7,,low,0.06170025892,Left,5
257,marketing,,0.5837588564,3,,medium,0.9755239352,Employed,3
203,sales,,,3,,low,0.5643151707,Employed,3
207,sales,,0.8222735093,4,,low,0.8920405678,Employed,4
209,information_technology,1,0.4811094334,5,,low,0.6303773133,Employed,8
220,sales,1,,2,,medium,0.5216319626,Employed,2
139,,,0.4628568032,2,,medium,0.4688922747,Left,3
130,product,,0.4161224898,3,,low,0.3841221469,Employed,3
301,engineering,,0.9067621176,7,,medium,0.1585180678,Left,4
171,management,,0.6628819833,5,,high,1,Employed,3
134,product,,0.5059915598,5,,low,0.4924027577,Employed,3
242,sales,,0.5031464272,4,,medium,0.6317345811,Employed,3
139,sales,,,4,,medium,0.8312892083,Employed,2
263,marketing,,0.5571192916,2,,low,0.9755223989,Employed,3
242,sales,,0.952684551,3,,low,0.8739763262,Employed,5
224,sales,,0.6383859608,5,,medium,0.9220006903,Employed,2
170,marketing,,,3,,medium,1,Employed,3
143,sales,,,3,,low,0.699253014,Employed,3
156,engineering,,0.4632267961,2,,medium,0.4424583067,Left,3
233,marketing,,0.6234000218,4,,medium,0.7024677131,Employed,4
262,IT,1,0.8128213178,3,,medium,0.6578668369,Employed,5
219,support,,0.9214074091,6,,low,0.2888186157,Left,5
252,sales,1,0.9404678506,5,,low,0.778829665,Employed,3
283,sales,,0.8459068887,6,,medium,0.1082879253,Left,4
182,support,1,0.4954715172,3,,medium,0.9111329635,Employed,2
208,engineering,,0.5631445428,3,,medium,0.9410317727,Employed,3
211,support,,0.7373602838,4,,low,0.6876062756,Employed,2
125,sales,1,0.7506556769,3,,low,0.5016012301,Employed,2
171,marketing,1,0.6341456907,6,,high,0.4652775704,Employed,5
232,engineering,,1,5,,medium,0.9314290895,Left,5
184,sales,,0.8786265984,2,,medium,0.7126071364,Employed,4
310,support,,1,6,,low,0.1181761461,Left,5
252,sales,,1,5,,high,0.7393832586,Employed,3
151,information_technology,,0.6118422639,2,,medium,0.4240991936,Employed,3
134,engineering,,0.4914451871,2,,low,0.3422968674,Left,3
149,product,,,2,,high,0.4208329602,Left,3
219,sales,,0.8094125772,5,,low,0.8412724657,Left,5
137,engineering,,0.6848015021,4,,low,0.6250855279,Employed,3
159,finance,1,0.6561295825,6,,medium,0.1888295827,Employed,5
246,,,0.9235355504,6,,medium,0.077858548,Left,4
205,marketing,,0.6172341593,3,,medium,0.6364293142,Employed,2
265,finance,,0.8961493469,5,,medium,0.858886257,Employed,3
219,IT,,0.7058207741,5,,medium,0.850050986,Employed,2
246,sales,1,0.8244865267,5,,medium,0.9088831983,Left,5
211,engineering,,0.4174483815,2,,low,0.9549023882,Employed,3
144,marketing,,0.4300271485,2,,medium,0.4131477525,Left,3
254,product,,0.9223083197,4,,low,0.9315099396,Employed,7
142,product,1,0.5546025883,3,,medium,0.4990990428,Employed,3
129,engineering,,0.5704133469,2,,high,0.4543071089,Left,3
75,temp,,,1,,low,,Employed,
168,IT,,0.5517886923,2,,low,0.882374996,Employed,3
157,sales,1,0.5114867244,3,,high,0.5360567659,Employed,4
189,sales,,0.901135728,3,,low,0.9773229168,Employed,3
199,IT,1,0.5160686565,3,,medium,0.8162928093,Employed,2
266,management,,0.7183964376,4,1,high,0.8716518763,Employed,3
183,sales,,,3,,medium,0.7168444331,Employed,3
171,sales,,0.9028487773,5,,low,0.9007841282,Employed,2
206,finance,,0.6758637495,2,,low,0.5876771649,Employed,3
178,sales,,0.8575321815,5,,medium,0.5735856254,Employed,4
229,engineering,,,5,,medium,1,Employed,2
150,sales,,0.6127337696,5,,low,0.5231394064,Employed,2
151,admin,,0.9745784602,5,,medium,0.873819229,Employed,3
175,IT,,0.6218243405,3,,low,0.4279244478,Employed,2
136,,,0.9239812997,4,,medium,0.7841715176,Employed,2
180,support,,0.9135629546,4,,medium,0.6732440528,Employed,2
165,support,,0.6263104227,5,,medium,0.624648043,Employed,3
105,IT,,0.5447196668,6,,high,0.6975667052,Employed,4
186,product,,0.4273858929,2,,low,0.4087400854,Employed,2
178,engineering,,0.7053827025,4,,low,0.3120019074,Employed,6
185,sales,1,0.9354255979,4,,medium,0.6737334911,Employed,2
270,engineering,,0.5715462387,4,,low,0.5042467162,Left,4
213,engineering,,0.4789048624,3,,medium,0.8901336416,Employed,4
295,engineering,,0.8348516024,6,,low,0.167472362,Left,4
170,sales,,0.4808081346,5,,low,0.921884394,Employed,3
200,sales,1,0.6011881255,5,,low,0.6716749454,Employed,8
241,support,,0.5304613907,3,,low,0.7551410431,Employed,3
146,product,,0.5737054438,3,,low,0.7749122371,Employed,2
224,sales,,0.6240879284,6,,medium,0.2225255633,Employed,3
263,management,,0.3677215948,2,,medium,0.3117661225,Employed,3
225,sales,,0.9306604899,5,,low,0.7418228108,Left,5
144,,,0.9511319335,2,,medium,0.5638697412,Employed,2
167,sales,,0.5236697811,4,,medium,0.7667505996,Employed,2
251,sales,,0.9523680373,5,,low,0.8672803635,Left,6
167,engineering,,0.8061572841,2,,medium,0.757735622,Employed,3
204,support,1,0.6638654822,4,,low,0.8569593232,Employed,4
211,,,0.5665219657,4,,high,0.6568805831,Employed,3
141,IT,,0.5379362631,3,,medium,0.8059745918,Employed,3
139,IT,1,0.5704323937,4,,low,0.8308463424,Employed,3
145,,,0.5176186011,2,,low,0.3626177222,Left,3
179,support,,0.7079504501,4,,low,0.8208289846,Employed,3
177,finance,,0.5107186285,4,,low,0.7652749354,Employed,2
269,IT,,1,5,,medium,0.7819716405,Left,5
186,IT,,,4,,medium,0.6930969996,Employed,3
289,support,,0.9593146574,6,,medium,0.1238294937,Left,5
271,marketing,,0.7416738127,3,,high,0.9499145087,Employed,4
254,engineering,,0.8326538209,6,,medium,0.1310690843,Left,4
274,management,1,0.5784305607,4,,medium,0.7292544051,Employed,10
97,support,,0.5350646495,3,,low,0.4787705219,Employed,4
278,marketing,,0.8567267985,6,,medium,0.1115877863,Left,4
165,support,1,0.8635411389,3,,low,0.6248531442,Employed,3
230,sales,,1,4,,high,0.6262250173,Employed,3
148,engineering,1,0.8016722461,5,,medium,0.6381178398,Employed,2
140,support,,0.5267674401,2,,low,0.3835415943,Left,3
265,support,1,0.777080651,5,,high,0.5348089653,Employed,3
130,engineering,,0.4997403741,2,,low,0.4619688637,Left,3
146,sales,,0.549107591,2,,low,0.4103442452,Left,3
176,engineering,,0.9356065783,2,,low,0.4404591598,Employed,3
264,product,,0.6745360236,5,,medium,0.8881007017,Employed,3
238,sales,,0.9511461654,4,,medium,0.6496027231,Employed,4
247,sales,,0.6265805793,4,,low,0.7526813222,Employed,4
192,engineering,,0.9069308114,6,,low,0.2316948162,Employed,4
158,sales,,0.4886974585,3,,low,0.6286880671,Employed,2
224,,1,0.7462196321,4,,low,0.9128477531,Employed,5
149,engineering,,,5,,low,0.1307622834,Employed,2
238,sales,,0.6158627053,4,,high,0.7652467588,Employed,3
217,engineering,,0.6184724581,4,,medium,0.735501515,Employed,3
148,sales,,0.778072382,5,,high,0.6600424228,Employed,4
281,engineering,,0.833544717,7,,low,0.08915216538,Left,4
133,sales,,0.5821659778,4,,low,0.9898796293,Employed,3
223,sales,1,0.834623268,3,,low,0.8862053142,Employed,3
260,support,,1,4,,low,0.9892936641,Employed,3
291,finance,,0.7249386421,7,,low,0.1228665662,Left,4
159,sales,,0.5123982733,2,,medium,0.335735622,Left,3
157,support,,0.6225438237,4,,medium,0.6428368451,Employed,2
175,sales,,1,3,,low,0.7267412099,Employed,2
167,support,,0.7430278422,5,,medium,0.6632740896,Employed,2
186,sales,,0.6065952124,4,,medium,0.8570385457,Employed,7
140,sales,,,3,,low,0.7267901447,Employed,3
144,marketing,,0.4844009275,2,,medium,0.3675530159,Left,3
246,product,,,4,,low,0.5192909913,Employed,3
233,sales,1,0.8653222088,5,,medium,0.7239468341,Employed,4
183,sales,,0.5528574292,3,,low,0.9898914332,Employed,3
246,,,0.8578043005,4,,low,0.799178085,Left,6
272,sales,,0.8669796284,5,,high,0.9107026667,Employed,3
181,support,,0.6015286803,2,,medium,0.5357201863,Employed,4
164,sales,,0.6730942315,4,,medium,0.8188158672,Employed,2
100,temp,,,1,,medium,,Employed,
148,sales,,0.5136360318,2,,low,0.4037081535,Left,3
188,marketing,1,0.7815506098,4,,low,0.6109065606,Employed,3
137,sales,1,0.6735511172,2,,low,0.4371345474,Employed,3
233,management,1,0.7891072374,4,,low,0.6198293447,Employed,4
97,sales,,0.3646742532,4,,medium,0.6425321895,Employed,4
154,,,0.6128991338,4,,low,0.8284586131,Employed,3
158,support,,,2,,low,0.3394706,Left,3
188,engineering,,0.7579738493,3,,low,0.1340491636,Left,4
234,management,,0.6329761709,5,,high,0.7143051296,Employed,2
225,management,1,0.8390517292,2,1,high,0.5013078957,Employed,7
144,IT,,0.8217418097,4,,low,0.7577666056,Employed,2
194,sales,,0.9990447776,3,,low,0.80297568,Employed,4
232,finance,,0.5882597105,4,,low,0.5429107432,Employed,3
247,,,0.9392335386,4,,low,0.8972970925,Left,5
230,support,1,0.4432526347,2,,low,0.9257591033,Employed,2
241,engineering,,0.9892986986,4,,low,0.8482786025,Left,5
242,,,0.4708150831,3,,medium,0.8427934344,Employed,3
207,sales,,0.4286070129,2,,low,0.7676591343,Employed,4
148,IT,,0.5758998965,3,,medium,0.3194755716,Employed,4
99,temp,,,1,,low,,Employed,
179,support,,0.6044493212,3,,medium,0.6348600048,Employed,3
296,engineering,,0.9752056605,6,,medium,0.1039753754,Left,4
233,sales,,0.8456861025,4,,low,0.44119291,Employed,3
230,support,,0.667555571,3,,medium,0.5052178018,Employed,2
228,sales,,0.4497360333,4,,medium,0.9605330511,Employed,2
208,management,,,5,,medium,0.6982137402,Employed,3
237,product,,1,5,,medium,0.6764682517,Employed,3
241,sales,1,0.9086400022,5,,medium,0.8438823823,Employed,2
195,finance,,1,4,,low,1,Employed,2
265,product,1,0.8996715901,4,,medium,1,Employed,4
273,support,,0.9019445507,4,,low,0.5757774116,Employed,3
225,engineering,,0.7048902837,3,,low,0.6780037502,Employed,3
150,support,,0.5465693941,2,,low,0.3444704437,Left,3
204,sales,1,0.9187365524,3,,low,0.7689374508,Employed,2
206,management,,0.8560053848,4,1,high,0.5448647803,Employed,7
251,engineering,,0.8922296247,7,,low,0.07563393235,Left,5
176,engineering,,0.5657183227,3,,medium,0.3140786172,Employed,3
223,engineering,,0.7512686428,4,,low,0.1399727296,Employed,4
138,engineering,,0.4372020998,2,,low,0.4216638161,Left,3
189,sales,,0.9937184814,6,,low,0.6888190774,Left,2
307,IT,,0.9357322579,5,,low,0.8946207435,Left,5
259,sales,,0.8002245237,5,,low,0.9691023306,Left,5
225,engineering,,0.5313189337,4,,medium,0.8605767164,Employed,4
137,sales,,0.5289509628,2,,low,0.4264533947,Left,3
134,product,,0.5346770534,2,,medium,0.3760041335,Left,3
255,sales,1,0.8567147481,3,,medium,0.9659058362,Employed,7
227,,1,0.9446043279,3,,high,0.7586400317,Employed,2
250,support,,1,4,,medium,0.8975028392,Left,6
244,sales,,0.8108228593,5,,low,0.7809141401,Left,5
105,product,,0.5261709062,5,,medium,0.5738162399,Employed,6
237,sales,,0.8481492419,4,,low,1,Employed,4
127,finance,,0.4068711206,2,,low,0.3554867032,Left,3
267,engineering,,0.8085179963,7,,low,0.09862523695,Left,4
140,management,,,2,,medium,0.3224920209,Left,3
206,engineering,,0.53922828,5,,medium,0.5873711754,Employed,3
222,sales,,0.9377087372,3,,medium,0.7266698915,Employed,4
285,sales,,0.4686341968,4,,low,0.8154541909,Employed,4
278,marketing,,0.8148866304,6,,medium,0.1650854501,Left,4
91,temp,,,1,,medium,,Employed,
159,support,1,0.7440887877,4,,low,0.951216096,Employed,3
146,sales,,0.4629572581,2,,medium,0.37734319,Left,3
238,engineering,,0.6436861359,4,,low,0.7473797734,Employed,2
215,marketing,,0.4842623615,3,,low,0.9203285484,Employed,3
274,support,1,0.4379004238,5,,medium,0.9446441269,Employed,2
217,,,,3,,low,0.9047400868,Employed,3
172,product,,0.738761605,3,,medium,0.5794239396,Employed,6
231,engineering,,0.980340806,4,,medium,0.9430747645,Employed,3
274,sales,,0.9704752106,5,,high,0.5929438481,Employed,2
135,sales,,0.4641370322,2,,low,0.3802911624,Left,3
249,marketing,,0.8582316511,5,,low,0.1470280321,Employed,3
159,support,,,4,,low,0.8380851035,Employed,3
166,product,,0.9530247218,4,,low,0.5400015225,Employed,5
248,support,,0.6675544835,5,,medium,0.6427754269,Employed,3
167,engineering,,0.9188656829,3,,medium,0.688055082,Employed,2
198,engineering,,0.9175937147,4,,medium,0.1520344394,Employed,4
204,product,,0.4858658093,4,,low,0.7052931075,Employed,4
149,finance,,0.9703574003,4,,low,0.2488322083,Employed,6
118,IT,,0.6727865181,3,,low,0.338662317,Employed,4
144,sales,,1,3,,medium,0.8387257869,Employed,4
176,support,,0.5311865664,6,,medium,0.2378627161,Employed,5
255,sales,,0.7807611236,3,,medium,0.3085537523,Employed,4
139,engineering,,0.6209484514,4,,high,0.8761518601,Employed,3
192,sales,,1,4,,low,0.69803446,Employed,2
258,support,,0.8227740947,4,,low,0.9083215631,Employed,4
155,marketing,,0.5316599108,2,,low,0.4429515022,Left,3
263,IT,,0.5469971282,4,,low,0.9698168457,Employed,3
267,sales,,0.9971020463,6,,medium,0.1365657684,Left,4
165,sales,1,0.7379715939,3,,medium,0.8034418847,Employed,3
183,sales,1,0.6042400727,5,,low,0.4777287629,Employed,2
155,engineering,,,2,,low,0.7185877839,Employed,2
239,IT,,,5,,low,1,Employed,3
275,sales,,0.7893659235,2,,low,0.5334396861,Employed,2
271,support,,0.8895297001,4,,high,0.169474095,Employed,6
173,finance,,,5,,low,0.4349577505,Employed,2
145,support,,0.5350684363,2,,medium,0.4678228913,Left,3
125,sales,1,0.9583882972,2,,low,0.4594865184,Employed,4
195,sales,,0.7567627629,3,,medium,0.9577399076,Employed,2
266,sales,,0.7982819135,2,,low,0.535236767,Employed,2
137,finance,,0.9360037883,3,,low,0.6140741426,Employed,3
206,engineering,,0.6697320211,5,,low,0.9482319084,Left,4
188,finance,,0.9405549536,3,,medium,0.9618854062,Employed,4
196,sales,,0.523200521,3,,medium,0.3812046511,Employed,3
128,sales,1,0.8701306514,4,,medium,0.7423660312,Employed,3
217,product,1,0.5149544162,4,,medium,0.6185108736,Employed,4
217,sales,,0.749562502,5,,low,0.6098170133,Employed,2
146,support,1,0.4915840261,2,,low,0.3273082345,Employed,3
152,finance,,0.4579849334,2,,low,0.3615673198,Left,3
260,marketing,,0.8707143309,3,,medium,0.7525218081,Employed,3
131,support,,0.4902372202,2,,medium,0.4851150363,Left,3
137,IT,,0.4558488971,3,,medium,0.7885848302,Employed,2
246,finance,1,0.6069917284,2,,low,0.7962421966,Employed,5
178,support,,0.6016448507,3,,low,0.1806173416,Employed,5
262,support,,0.4858790322,4,,medium,0.7377810142,Employed,2
205,IT,,0.706898024,4,,low,0.5521125247,Employed,4
256,engineering,,0.8864701683,4,,low,0.7217230444,Left,5
137,sales,,0.936408455,6,,low,1,Employed,10
223,product,1,0.8633933042,5,,medium,0.7293184453,Left,5
